,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
2139,30,blue-collar,single,basic.9y,no,yes,yes,telephone,may,mon,163,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2140,37,blue-collar,divorced,basic.4y,,yes,no,telephone,may,mon,391,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2141,51,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,470,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2142,52,management,married,university.degree,,no,no,telephone,may,mon,268,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2143,39,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,793,5,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2144,50,management,married,basic.9y,no,no,no,telephone,may,mon,219,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2145,53,retired,divorced,basic.4y,no,no,no,telephone,may,mon,460,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2146,51,technician,married,professional.course,no,yes,yes,telephone,may,mon,246,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2147,40,admin.,single,university.degree,no,yes,no,telephone,may,mon,194,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2148,55,blue-collar,married,basic.4y,,yes,no,telephone,may,mon,413,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2149,42,unemployed,married,basic.4y,,yes,no,telephone,may,mon,574,6,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2150,47,admin.,divorced,university.degree,no,yes,no,telephone,may,mon,256,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2151,33,blue-collar,married,basic.9y,,yes,no,telephone,may,mon,88,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2152,37,self-employed,divorced,university.degree,no,yes,yes,telephone,may,mon,146,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2153,37,self-employed,divorced,university.degree,no,yes,no,telephone,may,mon,596,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2154,45,blue-collar,married,basic.4y,,yes,no,telephone,may,mon,170,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2155,30,admin.,single,high.school,no,,,telephone,may,mon,139,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2156,30,admin.,single,high.school,no,no,no,telephone,may,mon,577,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2157,38,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,177,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2158,31,services,married,high.school,no,yes,no,telephone,may,mon,335,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2159,48,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,262,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2160,29,admin.,single,high.school,no,yes,no,telephone,may,mon,115,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2161,44,blue-collar,married,basic.9y,,yes,no,telephone,may,mon,136,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2162,38,blue-collar,single,basic.9y,,yes,no,telephone,may,mon,289,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2163,48,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,529,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2164,41,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,247,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2165,32,services,married,high.school,no,,,telephone,may,mon,72,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2166,56,admin.,married,high.school,no,yes,no,telephone,may,mon,166,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2167,39,technician,married,university.degree,no,yes,no,telephone,may,mon,320,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2168,33,technician,married,professional.course,no,yes,no,telephone,may,mon,307,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2169,31,admin.,married,high.school,no,no,no,telephone,may,mon,220,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2170,54,retired,divorced,professional.course,no,no,no,telephone,may,mon,241,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2171,26,services,divorced,professional.course,no,no,no,telephone,may,mon,241,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2172,54,blue-collar,married,professional.course,,yes,yes,telephone,may,mon,198,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2173,45,management,married,professional.course,no,no,no,telephone,may,mon,98,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2174,41,blue-collar,divorced,basic.6y,no,yes,no,telephone,may,mon,391,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2175,35,admin.,single,university.degree,no,no,yes,telephone,may,mon,126,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2176,28,admin.,married,high.school,no,yes,no,telephone,may,mon,55,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2177,34,self-employed,married,university.degree,no,yes,yes,telephone,may,mon,86,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2178,57,retired,single,high.school,no,no,no,telephone,may,mon,166,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2179,35,admin.,married,high.school,,no,no,telephone,may,mon,66,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2180,39,technician,married,basic.6y,no,no,yes,telephone,may,mon,155,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2181,30,services,married,professional.course,,no,no,telephone,may,mon,311,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2182,35,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,63,5,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2183,58,management,married,university.degree,no,no,no,telephone,may,mon,236,10,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2184,34,blue-collar,married,basic.9y,no,no,yes,telephone,may,mon,92,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2185,29,management,single,university.degree,no,yes,no,telephone,may,mon,253,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2186,37,admin.,married,basic.4y,no,yes,no,telephone,may,mon,65,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2187,25,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,41,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2188,31,blue-collar,married,basic.9y,no,,,telephone,may,mon,163,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2189,56,admin.,married,basic.9y,,no,no,telephone,may,mon,10,11,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2190,39,services,married,professional.course,no,no,no,telephone,may,mon,221,1,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2191,27,blue-collar,married,basic.9y,,no,no,telephone,may,mon,484,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2192,52,management,married,university.degree,,no,no,telephone,may,mon,467,5,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2193,39,technician,married,university.degree,no,yes,no,telephone,may,mon,241,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2194,34,management,single,university.degree,no,no,no,telephone,may,mon,248,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2195,47,services,divorced,high.school,no,no,no,telephone,may,mon,198,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2196,31,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,212,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2197,33,admin.,married,high.school,no,yes,yes,telephone,may,mon,115,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2198,36,blue-collar,married,basic.6y,,no,no,telephone,may,mon,58,7,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2199,31,services,single,high.school,no,,,telephone,may,mon,456,6,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2200,36,blue-collar,married,basic.6y,,yes,no,telephone,may,mon,145,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2201,57,blue-collar,married,basic.4y,,yes,no,telephone,may,mon,300,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2202,41,management,married,high.school,no,no,no,telephone,may,mon,264,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2203,40,admin.,married,basic.9y,,yes,yes,telephone,may,mon,184,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2204,40,services,married,high.school,,yes,no,telephone,may,mon,177,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2205,29,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,65,5,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2206,39,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,299,5,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2207,31,blue-collar,single,high.school,,yes,no,telephone,may,mon,93,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2208,50,blue-collar,married,basic.4y,,yes,no,telephone,may,mon,22,5,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2209,47,blue-collar,married,basic.4y,no,,,telephone,may,mon,170,8,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2210,37,admin.,married,,no,no,no,telephone,may,mon,89,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2211,37,admin.,married,high.school,no,yes,no,telephone,may,mon,166,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2212,32,unemployed,married,basic.9y,no,,,telephone,may,mon,128,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2213,56,admin.,married,high.school,no,yes,yes,telephone,may,mon,197,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2214,36,services,married,high.school,,yes,no,telephone,may,mon,395,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2215,51,technician,married,professional.course,no,yes,no,telephone,may,mon,220,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2216,47,blue-collar,divorced,basic.4y,no,no,yes,telephone,may,mon,298,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2217,54,technician,married,university.degree,,no,yes,telephone,may,mon,123,7,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2218,41,blue-collar,married,basic.4y,,no,no,telephone,may,mon,334,7,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2219,44,blue-collar,married,high.school,,yes,no,telephone,may,mon,73,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2220,41,admin.,single,university.degree,,yes,yes,telephone,may,mon,186,6,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2221,57,services,divorced,high.school,no,no,no,telephone,may,mon,78,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2222,44,blue-collar,married,high.school,no,no,no,telephone,may,mon,13,5,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2223,42,admin.,single,,no,no,no,telephone,may,mon,51,9,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2224,46,admin.,divorced,university.degree,,no,no,telephone,may,mon,303,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2225,35,services,married,high.school,no,no,no,telephone,may,mon,159,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2226,54,,married,,,no,no,telephone,may,mon,103,8,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2227,35,admin.,single,basic.4y,,no,no,telephone,may,mon,95,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2228,37,technician,married,basic.9y,,yes,no,telephone,may,mon,46,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2229,52,housemaid,married,basic.4y,,yes,no,telephone,may,mon,84,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2230,41,admin.,married,basic.9y,,yes,no,telephone,may,mon,344,3,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2231,31,technician,married,professional.course,no,no,no,telephone,may,mon,157,5,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2232,40,blue-collar,divorced,basic.6y,no,no,no,telephone,may,mon,162,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2233,45,entrepreneur,married,basic.9y,no,no,no,telephone,may,mon,249,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2234,47,management,married,university.degree,no,no,no,telephone,may,mon,24,12,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2235,39,admin.,married,high.school,no,,,telephone,may,mon,185,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2236,45,admin.,divorced,university.degree,,yes,no,telephone,may,mon,212,5,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2237,26,admin.,single,high.school,no,yes,no,telephone,may,mon,195,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2238,36,blue-collar,single,basic.4y,no,yes,no,telephone,may,mon,143,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2239,33,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,68,2,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2240,38,management,married,university.degree,no,yes,no,telephone,may,mon,274,6,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2241,50,blue-collar,married,basic.4y,,yes,no,telephone,may,mon,152,5,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2242,37,blue-collar,single,high.school,no,no,no,telephone,may,mon,325,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2243,39,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,249,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2244,36,admin.,single,high.school,no,yes,yes,telephone,may,mon,111,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2245,35,admin.,married,high.school,no,yes,no,telephone,may,mon,81,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2246,31,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,181,4,999,0,,1.1,93.994,-36.4,4.857,5191.0,no
2247,31,unemployed,single,professional.course,no,no,no,telephone,may,tue,92,2,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2248,32,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,85,2,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2249,51,entrepreneur,divorced,,no,yes,no,telephone,may,tue,141,6,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2250,39,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,tue,182,6,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2251,25,services,married,high.school,no,yes,no,telephone,may,tue,530,7,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2252,40,housemaid,single,university.degree,no,no,no,telephone,may,tue,160,3,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2253,28,services,married,high.school,no,yes,no,telephone,may,tue,176,4,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2254,29,management,married,university.degree,no,no,no,telephone,may,tue,134,2,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2255,57,blue-collar,married,professional.course,,,,telephone,may,tue,514,5,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2256,53,blue-collar,married,basic.9y,,no,no,telephone,may,tue,181,5,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2257,39,blue-collar,married,basic.9y,,no,no,telephone,may,tue,504,4,999,0,,1.1,93.994,-36.4,4.856,5191.0,yes
2258,60,technician,divorced,professional.course,,yes,no,telephone,may,tue,160,3,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2259,42,blue-collar,married,basic.4y,,no,no,telephone,may,tue,267,3,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2260,30,admin.,married,university.degree,no,yes,no,telephone,may,tue,907,2,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2261,34,technician,married,university.degree,no,no,no,telephone,may,tue,200,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2262,43,technician,single,professional.course,no,no,no,telephone,may,tue,139,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2263,38,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,147,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2264,35,admin.,single,university.degree,no,yes,no,telephone,may,tue,153,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2265,26,admin.,single,high.school,no,no,no,telephone,may,tue,109,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2266,31,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,97,2,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2267,55,unemployed,married,basic.4y,,yes,no,telephone,may,tue,164,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2268,59,housemaid,married,basic.4y,,no,yes,telephone,may,tue,70,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2269,28,blue-collar,single,basic.9y,no,,,telephone,may,tue,71,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2270,48,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,723,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2271,37,services,married,basic.9y,no,yes,no,telephone,may,tue,518,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2272,35,blue-collar,married,basic.6y,,no,no,telephone,may,tue,147,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2273,30,admin.,single,high.school,no,yes,yes,telephone,may,tue,101,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2274,30,admin.,single,high.school,no,no,no,telephone,may,tue,142,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2275,32,admin.,single,university.degree,,no,no,telephone,may,tue,1346,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,yes
2276,53,admin.,married,high.school,no,yes,no,telephone,may,tue,520,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2277,34,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,611,2,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2278,51,unemployed,married,basic.9y,,yes,no,telephone,may,tue,66,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2279,43,admin.,married,high.school,no,yes,no,telephone,may,tue,135,3,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2280,54,retired,divorced,basic.4y,no,yes,no,telephone,may,tue,276,2,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2281,45,services,single,professional.course,,no,no,telephone,may,tue,449,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2282,46,management,single,university.degree,no,no,no,telephone,may,tue,98,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2283,57,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,105,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2284,34,admin.,divorced,university.degree,no,no,no,telephone,may,tue,382,2,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2285,33,housemaid,married,basic.4y,no,no,no,telephone,may,tue,213,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2286,48,admin.,married,high.school,no,yes,no,telephone,may,tue,116,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2287,37,,married,university.degree,no,no,yes,telephone,may,tue,249,3,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2288,33,self-employed,married,university.degree,no,yes,no,telephone,may,tue,50,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2289,36,admin.,single,university.degree,no,no,yes,telephone,may,tue,138,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2290,48,,married,basic.4y,,no,no,telephone,may,tue,375,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2291,28,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,49,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2292,30,admin.,single,university.degree,no,yes,no,telephone,may,tue,178,2,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2293,31,management,single,university.degree,no,no,no,telephone,may,tue,169,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2294,51,unemployed,married,basic.9y,,no,no,telephone,may,tue,1386,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2295,26,admin.,married,high.school,,no,no,telephone,may,tue,155,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2296,40,blue-collar,married,basic.6y,,no,no,telephone,may,tue,120,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2297,40,blue-collar,married,basic.6y,,yes,no,telephone,may,tue,203,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2298,51,blue-collar,divorced,basic.4y,no,no,no,telephone,may,tue,244,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2299,30,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,428,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2300,34,entrepreneur,married,professional.course,no,yes,no,telephone,may,tue,53,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2301,51,blue-collar,divorced,basic.4y,no,no,no,telephone,may,tue,360,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2302,39,admin.,single,high.school,,no,no,telephone,may,tue,215,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2303,57,blue-collar,married,basic.4y,,no,yes,telephone,may,tue,500,2,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2304,33,technician,divorced,high.school,no,no,no,telephone,may,tue,207,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2305,33,management,married,basic.4y,no,yes,yes,telephone,may,tue,568,4,999,0,,1.1,93.994,-36.4,4.856,5191.0,yes
2306,22,blue-collar,single,basic.6y,,,,telephone,may,tue,270,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2307,38,admin.,married,university.degree,no,,,telephone,may,tue,154,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2308,56,technician,married,basic.4y,,,,telephone,may,tue,272,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2309,45,services,married,high.school,no,no,no,telephone,may,tue,229,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2310,50,technician,married,professional.course,no,no,no,telephone,may,tue,108,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2311,28,admin.,married,university.degree,no,yes,no,telephone,may,tue,210,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2312,53,technician,married,professional.course,,yes,no,telephone,may,tue,383,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2313,39,self-employed,married,basic.4y,,yes,no,telephone,may,tue,3366,3,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2314,33,technician,divorced,professional.course,no,no,no,telephone,may,tue,259,6,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2315,38,management,married,basic.9y,no,yes,no,telephone,may,tue,1000,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,yes
2316,35,admin.,single,high.school,no,yes,yes,telephone,may,tue,618,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,yes
2317,28,blue-collar,married,basic.9y,,no,no,telephone,may,tue,237,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2318,30,technician,single,university.degree,,no,no,telephone,may,tue,106,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2319,37,admin.,single,university.degree,no,no,no,telephone,may,tue,351,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2320,42,housemaid,married,high.school,,yes,no,telephone,may,tue,218,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2321,35,services,single,high.school,no,no,yes,telephone,may,tue,198,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2322,48,admin.,divorced,high.school,no,no,yes,telephone,may,tue,284,2,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2323,41,technician,married,professional.course,,yes,no,telephone,may,tue,190,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2324,26,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,295,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2325,26,blue-collar,single,high.school,,no,no,telephone,may,tue,106,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2326,47,blue-collar,married,basic.4y,,no,yes,telephone,may,tue,93,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2327,58,retired,married,,no,,,telephone,may,tue,174,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2328,58,retired,married,,no,,,telephone,may,tue,124,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2329,54,management,divorced,university.degree,no,yes,no,telephone,may,tue,62,3,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2330,38,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,2231,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,yes
2331,40,technician,divorced,university.degree,no,yes,no,telephone,may,tue,217,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2332,35,admin.,married,university.degree,no,yes,no,telephone,may,tue,343,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2333,35,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,227,4,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2334,34,admin.,married,professional.course,no,yes,no,telephone,may,tue,248,2,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2335,28,technician,married,high.school,no,no,no,telephone,may,tue,180,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2336,36,services,single,basic.9y,no,yes,yes,telephone,may,tue,117,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2337,42,admin.,single,high.school,no,no,no,telephone,may,tue,205,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2338,37,technician,single,university.degree,no,yes,no,telephone,may,tue,370,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2339,45,services,married,basic.9y,no,no,no,telephone,may,tue,427,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2340,48,self-employed,married,basic.9y,,yes,no,telephone,may,tue,289,2,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2341,53,technician,married,professional.course,,yes,no,telephone,may,tue,170,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2342,42,technician,married,basic.6y,no,yes,no,telephone,may,tue,705,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2343,53,technician,married,professional.course,,yes,no,telephone,may,tue,198,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2344,53,technician,married,professional.course,,yes,yes,telephone,may,tue,247,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2345,33,blue-collar,divorced,basic.6y,,yes,no,telephone,may,tue,226,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2346,30,,single,university.degree,no,no,no,telephone,may,tue,213,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2347,34,admin.,married,university.degree,no,no,no,telephone,may,tue,174,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2348,48,technician,married,high.school,no,no,no,telephone,may,tue,166,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2349,34,admin.,married,university.degree,no,no,no,telephone,may,tue,373,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2350,49,services,divorced,basic.9y,no,yes,no,telephone,may,tue,259,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2351,48,technician,married,high.school,no,no,yes,telephone,may,tue,340,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
2352,38,blue-collar,single,university.degree,,no,no,telephone,may,tue,392,1,999,0,,1.1,93.994,-36.4,4.856,5191.0,no
